Date,Time,local pressure,Sea-level pressure,Precipitation,Temperature,Relative humidity,Average wind speed,Wind direction of the average wind speed,Maximum wind speed moment,Wind direction of the maximum wind speed moment,Minutes of sunlight
2015-01-20,10:30:00,1017.2,1023.2,--,17.6,52,4.7,–k“Œ,8.2,–k“Œ,0
2015-01-20,10:40:00,1017.4,1023.4,--,17.8,52,5.5,–k“Œ,8.8,–k“Œ,0
2015-01-20,10:50:00,1017.2,1023.2,--,17.8,52,5.2,–k“Œ,7.9,–k“Œ,0
2015-01-20,11:00:00,1017.2,1023.2,--,17.9,52,4.9,–k–k“Œ,8.1,–k–k“Œ,0
2015-01-20,11:10:00,1017.2,1023.1,--,18.0,52,4.5,–k–k“Œ,6.8,–k“Œ,0
2015-01-20,11:20:00,1017.0,1022.9,--,18.4,52,4.5,–k“Œ,7.7,–k“Œ,5
2015-01-20,11:30:00,1017.0,1022.9,--,18.9,51,3.6,–k“Œ,5.8,–k“Œ,7
2015-01-20,11:40:00,1017.0,1022.9,--,18.3,53,4.0,–k“Œ,7.7,–k–k“Œ,3
2015-01-20,11:50:00,1016.7,1022.6,--,18.1,54,5.2,–k“Œ,8.7,–k“Œ,0
2015-01-20,12:00:00,1016.5,1022.4,--,18.6,54,4.4,–k–k“Œ,6.6,–k–k“Œ,0
2015-01-20,12:10:00,1016.4,1022.3,--,18.8,55,4.2,–k“Œ,6.8,–k“Œ,0
2015-01-20,12:20:00,1016.3,1022.2,--,18.6,53,3.1,–k“Œ,4.8,–k“Œ,0
2015-01-20,12:30:00,1016.2,1022.1,--,18.6,53,5.1,–k“Œ,7.2,–k–k“Œ,0
2015-01-20,12:40:00,1016.0,1021.9,--,18.4,53,4.2,–k“Œ,6.6,“Œ–k“Œ,0
2015-01-20,12:50:00,1015.8,1021.7,--,18.8,53,4.1,–k“Œ,6.7,“Œ–k“Œ,0
2015-01-20,13:00:00,1015.7,1021.6,--,19.5,50,5.5,“Œ–k“Œ,8.1,“Œ–k“Œ,2
2015-01-20,13:10:00,1015.4,1021.3,--,19.1,49,5.7,“Œ–k“Œ,7.8,“Œ–k“Œ,9
2015-01-20,13:20:00,1015.4,1021.3,--,19.2,51,6.4,“Œ,9.2,“Œ,10
2015-01-20,13:30:00,1015.2,1021.1,--,19.2,52,5.2,“Œ–k“Œ,8.8,“Œ,4
2015-01-20,13:40:00,1015.1,1021.0,--,19.2,52,6.7,“Œ–k“Œ,9.5,“Œ–k“Œ,8
2015-01-20,13:50:00,1014.9,1020.8,--,19.5,52,6.4,“Œ–k“Œ,9.7,“Œ–k“Œ,7
2015-01-20,14:00:00,1014.7,1020.6,--,19.6,50,6.2,“Œ–k“Œ,9.2,“Œ,9
2015-01-20,14:10:00,1014.7,1020.6,--,19.3,52,6.7,“Œ,10.2,“Œ–k“Œ,9
2015-01-20,14:20:00,1014.5,1020.4,--,19.9,51,6.6,“Œ–k“Œ,9.9,“Œ–k“Œ,9
2015-01-20,14:30:00,1014.4,1020.3,--,19.6,52,6.9,“Œ–k“Œ,10.4,“Œ–k“Œ,6
2015-01-20,14:40:00,1014.5,1020.4,--,19.8,55,6.8,“Œ,11.2,“Œ,9
2015-01-20,14:50:00,1014.5,1020.4,--,19.9,54,6.0,“Œ–k“Œ,9.2,“Œ,10
2015-01-20,15:00:00,1014.4,1020.3,--,19.4,54,5.7,“Œ–k“Œ,10.2,“Œ–k“Œ,7
2015-01-20,15:10:00,1014.3,1020.2,--,19.6,52,5.3,“Œ–k“Œ,8.9,“Œ–k“Œ,10
2015-01-20,15:20:00,1014.2,1020.1,--,19.7,52,7.0,“Œ–k“Œ,9.8,“Œ–k“Œ,10
2015-01-20,15:30:00,1014.2,1020.1,--,19.4,50,6.4,“Œ–k“Œ,10.0,“Œ–k“Œ,10
2015-01-20,15:40:00,1014.2,1020.1,--,19.3,52,5.5,“Œ–k“Œ,9.0,“Œ–k“Œ,9
2015-01-20,15:50:00,1014.2,1020.1,--,19.3,52,5.0,“Œ–k“Œ,8.0,“Œ–k“Œ,8
2015-01-20,16:00:00,1014.2,1020.1,--,18.8,54,5.6,“Œ–k“Œ,8.0,“Œ,1
2015-01-20,16:10:00,1014.3,1020.2,--,18.8,56,5.6,“Œ–k“Œ,8.9,“Œ,0
2015-01-20,16:20:00,1014.2,1020.1,--,18.7,57,4.6,“Œ,8.2,“Œ,0
2015-01-20,16:30:00,1014.4,1020.3,--,18.8,57,6.5,“Œ,9.7,“Œ–k“Œ,3
2015-01-20,16:40:00,1014.4,1020.3,--,18.6,57,6.1,“Œ,8.7,“Œ,1
2015-01-20,16:50:00,1014.3,1020.2,--,18.6,57,5.7,“Œ,8.9,“Œ,5
2015-01-20,17:00:00,1014.3,1020.2,--,18.4,59,5.5,“Œ,9.1,“Œ,0
2015-01-20,17:10:00,1014.3,1020.2,--,18.2,59,5.7,“Œ,8.6,“Œ,5
2015-01-20,17:20:00,1014.4,1020.3,--,18.2,59,5.5,“Œ–k“Œ,8.7,“Œ–k“Œ,0
2015-01-20,17:30:00,1014.4,1020.3,--,18.2,59,5.4,“Œ,8.4,“Œ,0
2015-01-20,17:40:00,1014.5,1020.4,--,18.1,59,5.4,“Œ–k“Œ,8.6,“Œ,0
2015-01-20,17:50:00,1014.7,1020.6,--,18.1,60,6.0,“Œ–k“Œ,9.1,“Œ–k“Œ,0
2015-01-20,18:00:00,1014.7,1020.6,--,18.0,60,5.4,“Œ–k“Œ,7.7,“Œ–k“Œ,0
2015-01-20,18:10:00,1014.7,1020.6,--,17.8,61,5.5,“Œ–k“Œ,8.0,“Œ–k“Œ,
2015-01-20,18:20:00,1014.8,1020.7,--,17.8,61,4.5,“Œ–k“Œ,6.6,“Œ–k“Œ,
2015-01-20,18:30:00,1014.7,1020.6,--,17.7,62,4.1,“Œ–k“Œ,6.1,–k“Œ,
2015-01-20,18:40:00,1014.9,1020.8,--,17.8,62,3.9,“Œ–k“Œ,6.6,“Œ–k“Œ,
2015-01-20,18:50:00,1014.9,1020.8,--,17.7,62,4.0,“Œ–k“Œ,5.9,“Œ–k“Œ,
2015-01-20,19:00:00,1015.1,1021.0,--,17.7,64,3.7,“Œ–k“Œ,6.2,“Œ–k“Œ,
2015-01-20,19:10:00,1015.1,1021.0,--,17.7,64,3.4,“Œ–k“Œ,5.5,“Œ–k“Œ,
2015-01-20,19:20:00,1015.1,1021.0,--,17.6,65,3.9,“Œ–k“Œ,6.0,“Œ–k“Œ,
2015-01-20,19:30:00,1015.3,1021.2,--,17.8,65,4.3,“Œ–k“Œ,6.4,“Œ–k“Œ,
2015-01-20,19:40:00,1015.3,1021.2,--,17.9,65,4.3,–k“Œ,6.7,“Œ–k“Œ,
2015-01-20,19:50:00,1015.4,1021.3,--,17.9,65,4.4,–k“Œ,6.7,–k“Œ,
2015-01-20,20:00:00,1015.4,1021.3,--,17.9,66,4.7,“Œ–k“Œ,7.0,“Œ–k“Œ,
2015-01-20,20:10:00,1015.6,1021.5,--,18.0,65,3.5,–k“Œ,5.0,–k“Œ,
2015-01-20,20:20:00,1015.6,1021.5,--,18.0,65,3.0,–k“Œ,4.9,–k–k“Œ,
2015-01-20,20:30:00,1015.7,1021.6,--,17.9,66,3.5,–k“Œ,5.0,–k“Œ,
2015-01-20,20:40:00,1015.7,1021.6,--,18.0,67,3.7,“Œ–k“Œ,6.2,“Œ,
2015-01-20,20:50:00,1015.6,1021.5,--,18.1,66,4.6,“Œ,8.5,“Œ,
2015-01-20,21:00:00,1015.8,1021.7,--,18.0,67,4.8,“Œ,7.2,“Œ–k“Œ,
2015-01-20,21:10:00,1015.7,1021.6,--,17.9,67,5.2,“Œ,7.8,“Œ–k“Œ,
2015-01-20,21:20:00,1015.7,1021.6,--,17.6,68,4.8,“Œ,7.8,“Œ,
2015-01-20,21:30:00,1015.6,1021.5,--,17.7,68,4.6,“Œ,7.8,“Œ–k“Œ,
2015-01-20,21:40:00,1015.6,1021.5,--,17.7,68,4.6,“Œ–k“Œ,7.3,“Œ–k“Œ,
2015-01-20,21:50:00,1015.6,1021.5,--,17.6,69,4.6,“Œ,6.9,“Œ,
2015-01-20,22:00:00,1015.6,1021.5,--,17.9,68,4.0,“Œ,6.0,“Œ–k“Œ,
2015-01-20,22:10:00,1015.6,1021.5,--,18.1,68,4.5,“Œ,7.1,“Œ,
2015-01-20,22:20:00,1015.6,1021.5,--,18.2,67,4.1,“Œ,6.3,“Œ,
2015-01-20,22:30:00,1015.5,1021.4,--,18.0,67,5.0,“Œ“ì“Œ,7.3,“Œ“ì“Œ,
2015-01-20,22:40:00,1015.5,1021.4,--,18.1,67,4.2,“Œ“ì“Œ,7.5,“Œ,
2015-01-20,22:50:00,1015.5,1021.4,--,18.0,67,4.1,“Œ“ì“Œ,5.9,“Œ,
2015-01-20,23:00:00,1015.4,1021.3,--,18.1,66,5.3,“Œ“ì“Œ,7.8,“Œ,
2015-01-20,23:10:00,1015.4,1021.3,--,18.1,66,5.0,“Œ“ì“Œ,6.9,“Œ“ì“Œ,
2015-01-20,23:20:00,1015.4,1021.3,--,18.2,65,5.1,“Œ“ì“Œ,7.5,“Œ“ì“Œ,
2015-01-20,23:30:00,1015.4,1021.3,--,18.1,65,5.3,“Œ“ì“Œ,8.4,“Œ,
2015-01-20,23:40:00,1015.5,1021.4,--,17.8,66,5.2,“Œ“ì“Œ,8.1,“Œ,
2015-01-20,23:50:00,1015.5,1021.4,--,17.7,66,4.9,“Œ“ì“Œ,7.1,“Œ“ì“Œ,
2015-01-21,00:00:00,1015.4,1021.3,--,17.8,65,4.8,“Œ“ì“Œ,7.1,“Œ,
2015-01-21,00:10:00,1015.5,1021.4,--,17.8,65,4.1,“Œ“ì“Œ,6.3,“Œ,
2015-01-21,00:20:00,1015.4,1021.3,--,17.8,65,4.4,“Œ“ì“Œ,6.6,“Œ“ì“Œ,
2015-01-21,00:30:00,1015.5,1021.4,--,17.6,66,3.9,“Œ“ì“Œ,6.2,“Œ“ì“Œ,
2015-01-21,00:40:00,1015.3,1021.3,--,17.4,67,4.3,“Œ“ì“Œ,5.7,“Œ“ì“Œ,
2015-01-21,00:50:00,1015.3,1021.3,--,17.4,68,4.1,“Œ“ì“Œ,5.7,“Œ“ì“Œ,
2015-01-21,01:00:00,1015.3,1021.2,--,17.5,67,3.8,“Œ“ì“Œ,5.3,“Œ“ì“Œ,
2015-01-21,01:10:00,1015.1,1021.1,--,17.4,68,3.6,“Œ“ì“Œ,5.2,“Œ,
2015-01-21,01:20:00,1014.9,1020.8,--,17.5,68,3.8,“Œ“ì“Œ,5.9,“Œ,
2015-01-21,01:30:00,1014.8,1020.8,--,17.3,69,4.0,“Œ“ì“Œ,5.8,“Œ“ì“Œ,
2015-01-21,01:40:00,1014.9,1020.9,--,17.2,68,3.6,“Œ“ì“Œ,5.4,“Œ“ì“Œ,
2015-01-21,01:50:00,1014.8,1020.8,--,17.3,69,3.6,“Œ“ì“Œ,4.8,“Œ“ì“Œ,
2015-01-21,02:00:00,1014.6,1020.5,--,17.5,68,4.3,“Œ“ì“Œ,5.8,“Œ,
2015-01-21,02:10:00,1014.3,1020.2,--,17.4,69,3.9,“Œ“ì“Œ,5.3,“Œ“ì“Œ,
2015-01-21,02:20:00,1014.2,1020.1,--,17.7,68,4.5,“Œ,5.8,“Œ,
2015-01-21,02:30:00,1013.9,1019.8,--,17.9,68,4.5,“Œ,6.6,“Œ,
2015-01-21,02:40:00,1013.8,1019.7,--,18.1,66,5.4,“Œ,7.7,“Œ,
2015-01-21,02:50:00,1013.6,1019.5,--,18.2,67,4.9,“Œ,7.7,“Œ,
2015-01-21,03:00:00,1013.6,1019.5,--,18.3,67,5.3,“Œ,7.7,“Œ,
2015-01-21,03:10:00,1013.8,1019.7,--,18.2,68,4.6,“Œ“ì“Œ,7.0,“Œ,
2015-01-21,03:20:00,1013.8,1019.7,--,18.2,67,4.0,“Œ“ì“Œ,6.5,“Œ“ì“Œ,
2015-01-21,03:30:00,1013.7,1019.6,--,18.2,67,4.2,“Œ,6.0,“Œ,
2015-01-21,03:40:00,1013.6,1019.5,--,18.1,68,4.3,“Œ,6.0,“Œ,
2015-01-21,03:50:00,1013.5,1019.4,--,18.2,67,4.5,“Œ,6.8,“Œ,
2015-01-21,04:00:00,1013.4,1019.3,--,18.4,66,4.8,“Œ,7.4,“Œ,
2015-01-21,04:10:00,1013.4,1019.3,--,18.4,66,4.9,“Œ,8.6,“Œ,
2015-01-21,04:20:00,1013.1,1019.0,--,18.3,66,5.8,“Œ,8.4,“Œ,
2015-01-21,04:30:00,1012.7,1018.6,--,18.2,67,6.2,“Œ,8.8,“Œ,
2015-01-21,04:40:00,1012.7,1018.6,--,18.2,67,5.2,“Œ,8.9,“Œ,
2015-01-21,04:50:00,1012.6,1018.5,--,18.2,67,5.0,“Œ,7.8,“Œ–k“Œ,
2015-01-21,05:00:00,1012.4,1018.3,--,18.2,68,4.5,“Œ,8.2,“Œ,
2015-01-21,05:10:00,1012.7,1018.6,--,18.3,68,4.5,“Œ,7.5,“Œ,
2015-01-21,05:20:00,1012.7,1018.6,--,18.2,68,4.1,“Œ,6.5,“Œ,
2015-01-21,05:30:00,1012.8,1018.7,--,17.8,70,3.8,“Œ,6.0,“Œ,
2015-01-21,05:40:00,1012.9,1018.8,--,17.9,69,4.0,“Œ,6.4,“Œ,
2015-01-21,05:50:00,1013.0,1018.9,--,18.3,66,3.9,“Œ,5.8,“Œ,
2015-01-21,06:00:00,1013.3,1019.2,--,18.3,66,3.2,“Œ“ì“Œ,4.8,“Œ“ì“Œ,
2015-01-21,06:10:00,1013.4,1019.3,--,18.1,68,2.5,“Œ“ì“Œ,3.5,“Œ,
2015-01-21,06:20:00,1013.4,1019.3,--,18.4,68,3.2,“Œ“ì“Œ,4.7,“Œ,
2015-01-21,06:30:00,1013.4,1019.3,--,18.3,68,3.4,“Œ“ì“Œ,5.0,“Œ,
2015-01-21,06:40:00,1013.5,1019.4,--,18.3,69,3.3,“Œ“ì“Œ,5.0,“Œ“ì“Œ,
2015-01-21,06:50:00,1013.5,1019.4,--,18.3,69,3.3,“Œ“ì“Œ,5.2,“Œ“ì“Œ,
2015-01-21,07:00:00,1013.5,1019.4,--,18.2,70,3.1,“Œ“ì“Œ,4.5,“Œ“ì“Œ,
2015-01-21,07:10:00,1013.3,1019.2,--,18.3,71,2.9,“Œ,5.2,“Œ,
2015-01-21,07:20:00,1013.3,1019.2,--,18.5,70,4.4,“Œ“ì“Œ,6.6,“Œ“ì“Œ,0
2015-01-21,07:30:00,1013.4,1019.3,--,18.6,70,4.9,“Œ“ì“Œ,6.4,“Œ“ì“Œ,0
2015-01-21,07:40:00,1013.5,1019.4,--,18.8,70,5.0,“Œ“ì“Œ,6.9,“Œ,0
2015-01-21,07:50:00,1013.5,1019.4,--,18.8,70,3.7,“Œ,5.1,“Œ,0
2015-01-21,08:00:00,1013.4,1019.3,--,19.0,70,4.1,“Œ,5.9,“Œ,0
2015-01-21,08:10:00,1013.5,1019.4,--,19.1,70,4.0,“Œ,6.0,“Œ,0
2015-01-21,08:20:00,1013.4,1019.3,--,19.1,71,4.4,“Œ“ì“Œ,6.2,“Œ,0
2015-01-21,08:30:00,1013.4,1019.3,--,19.1,71,4.7,“Œ“ì“Œ,6.6,“Œ“ì“Œ,0
2015-01-21,08:40:00,1013.5,1019.4,--,19.3,70,4.7,“Œ“ì“Œ,6.8,“Œ“ì“Œ,0
2015-01-21,08:50:00,1013.3,1019.2,--,19.4,70,4.7,“Œ“ì“Œ,6.2,“Œ,0
2015-01-21,09:00:00,1013.3,1019.2,--,19.5,70,4.9,“Œ,7.3,“Œ,0
2015-01-21,09:10:00,1013.3,1019.2,--,19.6,70,3.5,“Œ,6.3,“Œ,0
2015-01-21,09:20:00,1013.4,1019.3,--,19.9,70,3.9,“Œ,7.0,“Œ,0
2015-01-21,09:30:00,1013.4,1019.3,--,20.0,69,3.7,“Œ,7.0,“Œ,0
2015-01-21,09:40:00,1013.5,1019.4,--,19.9,70,4.4,“Œ,6.8,“Œ,0
2015-01-21,09:50:00,1013.2,1019.1,--,19.9,70,3.7,“Œ,6.3,“Œ“ì“Œ,0
2015-01-21,10:00:00,1013.3,1019.2,--,20.0,70,4.2,“Œ,6.1,“Œ,0
2015-01-21,10:10:00,1013.3,1019.2,--,20.1,70,4.5,“Œ,7.0,“Œ,0
2015-01-21,10:20:00,1013.1,1019.0,--,20.1,71,5.0,“Œ,7.0,“Œ,0
2015-01-21,10:30:00,1013.0,1018.9,--,20.1,72,4.5,“Œ,7.7,“Œ,0
2015-01-21,10:40:00,1012.9,1018.8,--,20.1,73,5.2,“Œ,8.3,“Œ,0
2015-01-21,10:50:00,1012.7,1018.6,--,20.2,72,5.8,“Œ,8.7,“Œ,0
2015-01-21,11:00:00,1012.7,1018.6,0.0,20.1,73,5.5,“Œ“ì“Œ,8.0,“Œ,0
2015-01-21,11:10:00,1012.5,1018.4,--,20.1,73,5.6,“Œ“ì“Œ,8.0,“Œ,0
2015-01-21,11:20:00,1012.4,1018.3,--,20.6,72,5.7,“Œ“ì“Œ,8.3,“Œ,0
2015-01-21,11:30:00,1012.5,1018.4,--,20.7,71,3.9,“Œ,6.3,“Œ,0
2015-01-21,11:40:00,1012.3,1018.2,--,20.9,71,4.3,“Œ,7.1,“Œ“ì“Œ,0
2015-01-21,11:50:00,1012.1,1018.0,--,20.8,72,4.0,“Œ“ì“Œ,6.5,“Œ,0
2015-01-21,12:00:00,1012.0,1017.9,--,20.6,72,5.4,“Œ“ì“Œ,8.6,“Œ,0
2015-01-21,12:10:00,1011.8,1017.7,--,20.6,72,4.9,“Œ“ì“Œ,7.5,“Œ“ì“Œ,0
2015-01-21,12:20:00,1011.6,1017.5,--,20.6,71,5.7,“Œ“ì“Œ,7.4,“Œ“ì“Œ,0
2015-01-21,12:30:00,1011.5,1017.4,0.0,20.7,71,4.7,“Œ,6.8,“Œ,0
2015-01-21,12:40:00,1011.3,1017.2,0.0,20.7,71,4.7,“Œ,6.8,“Œ“ì“Œ,0
2015-01-21,12:50:00,1011.1,1017.0,0.0,20.7,71,3.6,“Œ,6.6,“Œ,0
2015-01-21,13:00:00,1010.6,1016.5,0.0,20.6,73,4.0,“Œ“ì“Œ,6.0,“Œ“ì“Œ,0
2015-01-21,13:10:00,1010.5,1016.3,0.0,20.8,75,3.4,“Œ“ì“Œ,5.8,“Œ“ì“Œ,0
2015-01-21,13:20:00,1010.5,1016.3,0.0,20.9,74,2.8,“Œ,4.5,“Œ–k“Œ,0
2015-01-21,13:30:00,1010.5,1016.4,0.0,20.4,75,3.5,“Œ,4.8,“Œ,0
2015-01-21,13:40:00,1010.3,1016.2,0.0,20.4,75,2.8,“Œ–k“Œ,4.1,“Œ–k“Œ,0
2015-01-21,13:50:00,1010.2,1016.0,--,20.7,75,2.3,“Œ–k“Œ,3.8,“Œ–k“Œ,0
2015-01-21,14:00:00,1010.0,1015.8,0.0,20.9,75,2.2,“Œ–k“Œ,3.4,–k–k“Œ,0
2015-01-21,14:10:00,1010.0,1015.8,--,20.7,73,2.6,–k“Œ,4.0,–k“Œ,0
2015-01-21,14:20:00,1009.9,1015.7,--,20.8,74,2.2,–k“Œ,3.1,–k“Œ,0
2015-01-21,14:30:00,1009.9,1015.7,--,20.6,75,1.7,–k“Œ,2.8,–k“Œ,0
2015-01-21,14:40:00,1009.8,1015.6,--,20.5,74,1.6,–k“Œ,2.5,–k“Œ,0
2015-01-21,14:50:00,1009.7,1015.5,--,20.7,74,1.4,“Œ–k“Œ,2.0,“Œ–k“Œ,0
2015-01-21,15:00:00,1009.6,1015.4,--,20.5,73,1.8,“Œ,3.1,“Œ“ì“Œ,0
2015-01-21,15:10:00,1009.3,1015.1,--,20.7,73,1.5,“Œ,2.6,“Œ–k“Œ,0
2015-01-21,15:20:00,1009.1,1014.9,--,20.9,72,2.5,“Œ–k“Œ,3.8,“Œ–k“Œ,0
2015-01-21,15:30:00,1009.1,1014.9,--,20.7,72,2.1,“Œ,3.8,“Œ–k“Œ,0
2015-01-21,15:40:00,1009.2,1015.0,--,20.6,70,1.6,“Œ–k“Œ,2.9,“Œ,0
2015-01-21,15:50:00,1009.2,1015.0,--,20.5,70,2.3,“Œ–k“Œ,3.7,“Œ–k“Œ,0
2015-01-21,16:00:00,1009.1,1014.9,--,20.5,73,2.3,“Œ–k“Œ,3.5,“Œ–k“Œ,0
2015-01-21,16:10:00,1009.1,1014.9,--,20.4,74,2.6,“Œ–k“Œ,3.7,“Œ–k“Œ,0
2015-01-21,16:20:00,1009.0,1014.8,--,20.4,74,3.1,–k,4.7,–k,0
2015-01-21,16:30:00,1008.8,1014.6,--,20.3,73,4.0,–k,5.6,–k–k“Œ,0
2015-01-21,16:40:00,1009.0,1014.9,--,20.2,76,4.8,–k–k“Œ,6.9,–k–k“Œ,0
2015-01-21,16:50:00,1009.3,1015.2,--,20.0,77,4.7,–k,6.7,–k,0
2015-01-21,17:00:00,1009.6,1015.5,0.0,19.9,78,4.3,–k,7.0,–k,0
2015-01-21,17:10:00,1010.0,1015.9,0.0,19.6,80,3.4,–k,5.2,–k–k¼,0
2015-01-21,17:20:00,1010.2,1016.1,0.5,19.3,81,2.9,–k,4.7,–k,0
2015-01-21,17:30:00,1010.2,1016.1,0.0,19.2,83,4.6,–k,7.0,–k,0
2015-01-21,17:40:00,1010.9,1016.8,0.0,19.0,84,4.7,–k–k¼,7.6,–k–k¼,0
2015-01-21,17:50:00,1010.6,1016.5,0.5,18.7,79,5.5,–k–k¼,7.7,–k,0
2015-01-21,18:00:00,1010.7,1016.6,0.5,18.1,79,6.2,–k–k¼,9.6,–k,0
2015-01-21,18:10:00,1010.0,1015.9,0.0,17.9,80,6.1,–k,9.6,–k,0
2015-01-21,18:20:00,1010.3,1016.2,0.0,17.9,78,5.5,–k,9.0,–k,
2015-01-21,18:30:00,1010.1,1016.0,0.0,17.9,77,5.8,–k,8.2,–k,
2015-01-21,18:40:00,1010.6,1016.5,0.0,18.0,77,4.4,–k,7.4,–k,
2015-01-21,18:50:00,1010.3,1016.2,0.0,18.0,78,4.0,–k–k¼,7.1,–k,
2015-01-21,19:00:00,1010.4,1016.3,0.5,17.8,78,4.1,–k,6.0,–k,
2015-01-21,19:10:00,1009.8,1015.7,0.0,17.7,80,4.5,–k,6.3,–k,
2015-01-21,19:20:00,1009.7,1015.6,0.0,17.6,81,4.1,–k–k“Œ,5.9,–k,
2015-01-21,19:30:00,1009.8,1015.7,0.0,17.7,79,3.2,–k,5.5,–k,
2015-01-21,19:40:00,1009.7,1015.6,0.0,17.8,80,3.6,–k,5.8,–k,
2015-01-21,19:50:00,1009.8,1015.7,--,17.8,81,3.3,–k,5.0,–k,
2015-01-21,20:00:00,1010.0,1015.9,--,17.9,80,2.1,–k,3.9,–k,
2015-01-21,20:10:00,1009.7,1015.6,0.0,17.8,81,2.9,–k,4.1,–k,
2015-01-21,20:20:00,1010.2,1016.1,0.0,17.9,82,3.9,–k–k¼,6.4,–k–k¼,
2015-01-21,20:30:00,1010.0,1015.9,0.0,18.0,80,5.5,–k–k¼,8.0,–k–k¼,
2015-01-21,20:40:00,1009.7,1015.6,0.0,18.0,79,5.3,–k,7.4,–k,
2015-01-21,20:50:00,1009.4,1015.3,0.0,17.9,81,5.1,–k,7.6,–k,
2015-01-21,21:00:00,1009.8,1015.7,0.0,17.9,83,5.0,–k–k¼,7.5,–k,
2015-01-21,21:10:00,1010.2,1016.1,0.0,17.9,84,4.0,–k–k¼,6.2,–k–k¼,
2015-01-21,21:20:00,1010.3,1016.2,--,17.9,83,3.9,–k–k¼,6.5,–k–k¼,
2015-01-21,21:30:00,1010.0,1015.9,--,18.0,82,4.1,–k–k¼,5.8,–k,
2015-01-21,21:40:00,1010.1,1016.0,0.0,18.1,82,4.6,–k–k¼,6.8,–k–k¼,
2015-01-21,21:50:00,1009.9,1015.8,0.0,18.2,83,5.4,–k–k¼,7.8,–k–k¼,
2015-01-21,22:00:00,1010.1,1016.0,0.0,18.2,82,6.1,–k–k¼,9.3,–k–k¼,
2015-01-21,22:10:00,1009.9,1015.8,0.0,18.2,79,5.3,–k–k¼,8.7,–k–k¼,
2015-01-21,22:20:00,1009.9,1015.8,0.5,18.2,79,5.5,–k–k¼,8.6,–k–k¼,
2015-01-21,22:30:00,1009.6,1015.5,0.0,18.0,82,5.9,–k–k¼,8.4,–k–k¼,
2015-01-21,22:40:00,1009.4,1015.3,0.0,18.1,82,5.6,–k–k¼,8.6,–k–k¼,
2015-01-21,22:50:00,1009.6,1015.5,0.0,18.1,84,5.5,–k–k¼,7.6,–k¼,
2015-01-21,23:00:00,1009.3,1015.2,0.0,18.1,85,5.6,–k–k¼,8.6,–k–k¼,
2015-01-21,23:10:00,1009.3,1015.2,--,18.0,86,4.4,–k,7.5,–k–k¼,
2015-01-21,23:20:00,1009.9,1015.8,0.0,18.1,84,4.8,–k,7.2,–k,
2015-01-21,23:30:00,1009.7,1015.6,0.0,18.1,83,4.6,–k,8.3,–k,
2015-01-21,23:40:00,1009.6,1015.5,0.0,17.8,84,6.7,–k,12.8,–k,
2015-01-21,23:50:00,1009.3,1015.2,0.0,17.5,82,9.6,–k,14.5,–k,
2015-01-22,00:00:00,1009.6,1015.5,0.0,17.6,83,8.3,–k,12.0,–k,
2015-01-22,00:10:00,1010.1,1016.0,0.0,17.5,81,6.8,–k,11.3,–k,
2015-01-22,00:20:00,1009.6,1015.5,0.0,17.6,77,8.8,–k,13.9,–k,
2015-01-22,00:30:00,1009.5,1015.4,0.0,17.5,77,9.4,–k,15.4,–k,
2015-01-22,00:40:00,1009.4,1015.3,0.0,17.3,77,9.1,–k,14.4,–k,
2015-01-22,00:50:00,1009.6,1015.5,0.0,17.4,75,7.9,–k,14.0,–k,
2015-01-22,01:00:00,1009.4,1015.3,0.0,17.5,72,8.4,–k,14.1,–k–k¼,
2015-01-22,01:10:00,1010.0,1015.9,0.0,17.5,71,8.0,–k,12.6,–k,
2015-01-22,01:20:00,1009.3,1015.2,0.0,17.3,71,9.0,–k,14.1,–k,
2015-01-22,01:30:00,1009.8,1015.7,0.0,17.5,68,8.2,–k,12.4,–k,
2015-01-22,01:40:00,1009.5,1015.4,0.0,17.4,66,8.1,–k,13.1,–k,
2015-01-22,01:50:00,1009.7,1015.6,0.0,17.5,65,9.0,–k,13.5,–k,
2015-01-22,02:00:00,1009.6,1015.5,0.0,17.4,64,8.4,–k,13.3,–k,
2015-01-22,02:10:00,1009.4,1015.3,0.0,17.4,63,9.1,–k,15.2,–k,
2015-01-22,02:20:00,1009.4,1015.3,0.0,17.4,61,9.1,–k,14.2,–k,
2015-01-22,02:30:00,1009.7,1015.6,--,17.3,61,8.2,–k,13.2,–k,
2015-01-22,02:40:00,1009.6,1015.5,--,17.3,58,7.8,–k,12.8,–k,
2015-01-22,02:50:00,1009.6,1015.5,--,17.2,59,8.9,–k,13.1,–k,
2015-01-22,03:00:00,1009.7,1015.6,--,17.2,62,8.7,–k,13.5,–k,
2015-01-22,03:10:00,1009.7,1015.6,--,17.0,63,8.0,–k,12.4,–k,
2015-01-22,03:20:00,1009.6,1015.5,--,17.0,61,7.6,–k,12.1,–k,
2015-01-22,03:30:00,1009.7,1015.6,--,17.1,62,8.9,–k,13.4,–k,
2015-01-22,03:40:00,1009.7,1015.6,--,17.0,61,9.6,–k,14.0,–k,
2015-01-22,03:50:00,1009.6,1015.5,--,16.9,59,9.4,–k,15.9,–k,
2015-01-22,04:00:00,1009.7,1015.6,--,16.8,60,9.7,–k,16.4,–k,
2015-01-22,04:10:00,1009.7,1015.6,--,16.8,58,8.6,–k,14.0,–k,
2015-01-22,04:20:00,1009.5,1015.4,--,16.7,57,8.6,–k,14.6,–k,
